COD_AJ_APUR;"DESCRICAO";INICIO;FIM
GO040113;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1265/16-GSF, utilizado como dedução ICMS Próprio ou Operações não Incentivada – FOMENTAR/PRODUZIR.  Art. 4º da IN nº 1.265/16 - GSF";2017-01-01;2017-06-30
GO040113;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1265/16-GSF ou parcelado, utilizado como dedução ICMS Próprio ou Operações não Incentivada – FOMENTAR/PRODUZIR.";2017-07-01;
GO040114;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1265/16-GSF, utilizado como dedução do ICMS média FOMENTAR/PRODUZIR.  Art. 4º da IN nº 1.265/16 - GSF";2017-01-01;2017-06-30
GO040114;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1265/16-GSF ou parcelado, utilizado como dedução do ICMS média FOMENTAR/PRODUZIR.";2017-07-01;
GO040115;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1265/16-GSF, utilizado como dedução do ICMS parcela não financiada FOMENTAR/PRODUZIR.  Art. 4º da IN nº 1.265/16 - GSF";2017-01-01;2017-06-30
GO040115;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1265/16-GSF ou parcelado, utilizado como dedução do ICMS parcela não financiada FOMENTAR/PRODUZIR.";2017-07-01;
GO040116;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1266/16-GSF, utilizado como dedução ICMS Próprio ou Operações não Incentivada – FOMENTAR/PRODUZIR. Art. 4º da IN nº 1.266/16 - GSF";2017-01-01;2017-06-30
GO040116;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1266/16-GSF ou parcelado, utilizado como dedução ICMS Próprio ou Operações não Incentivada – FOMENTAR/PRODUZIR.";2017-07-01;
GO040117;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1266/16-GSF, utilizado como dedução do ICMS média FOMENTAR/PRODUZIR.  Art. 4º da IN nº 1.266/16 - GSF";2017-01-01;2017-06-30
GO040117;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1266/16-GSF ou oarcelado, utilizado como dedução do ICMS média FOMENTAR/PRODUZIR.";2017-07-01;
GO040118;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1266/16-GSF, utilizado como dedução do ICMS parcela não financiada FOMENTAR/PRODUZIR.  Art. 4º da IN nº 1.266/16 - GSF";2017-01-01;2017-06-30
GO040118;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1266/16-GSF ou parcelado, utilizado como dedução do ICMS parcela não financiada FOMENTAR/PRODUZIR.";2017-07-01;
GO040119;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1267/16-GSF (parcelado), utilizado como dedução do ICMS a pagar após a aplicação do crédito outorgado do subprograma LOGPRODUZIR Art. 5º da IN  1.267/16-GSF";2017-02-01;2017-06-30
GO040119;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1267/16-GSF ou parcelado, utilizado como dedução do ICMS a pagar após a aplicação do crédito outorgado do subprograma LOGPRODUZIR.";2017-07-01;
GO040120;"Crédito ref. ao pagamento do ICMS normal, parcelado, utilizado como dedução do ICMS parcela não financiada destinada a NÃO contribuinte (CENTROPRODUZIR) ou para as oper. não destinadas a comerc, prod. ou industrializ (PROGREDIR) Art. 5º da IN 1.268/16-GSF";2017-02-01;2017-06-30
GO040120;"Crédito ref. ao pagamento do ICMS normal ou parcelado conf. IN 1.268/16-GSF, utilizado como dedução do ICMS parcela não financiada destinada a NÃO contribuinte (CENTROPRODUZIR) ou para as oper. não destinadas a comerc, prod. ou industrializ (PROGREDIR)";2017-07-01;
GO040121;"Crédito ref. ao pagamento do ICMS normal, parcelado, utilizado como dedução do ICMS parcela não financiada destinada a contribuinte (CENTROPRODUZIR) ou com mercadoria adq. de terceiros para distribuição ou revenda (PROGREDIR). Art. 5º da IN 1.268/16-GSF";2017-02-01;2017-06-30
GO040121;"Crédito ref. ao pagamento do ICMS normal ou parcelado conf. IN 1.268/16-GSF, utilizado como dedução do ICMS parcela não financiada destinada a contribuinte (CENTROPRODUZIR) ou com mercadoria adq. de terceiros para distribuição ou revenda (PROGREDIR).";2017-07-01;
GO040122;"Crédito ref. ao pagamento do ICMS normal, parcelado, utilizado como dedução do ICMS da parcela NÃO financiada na operação com mercadoria objeto de transformação ou montagem (art. 4º,  I, a, 1 do Dec. 7020/09 – PROGREDIR). Art. 5º da IN  1.268/16-GSF";2017-02-01;2017-06-30
GO040122;"Crédito ref. ao pagamento do ICMS normal ou parcelado conf. IN 1.268/16-GSF, utilizado como dedução do ICMS da parcela NÃO financiada na operação com mercadoria objeto de transformação ou montagem (art. 4º,  I, a, 1 do Dec. 7020/09 – PROGREDIR).";2017-07-01;
GO040123;"Cr. outorgado para o estabelecimento beneficiário do PRODUZIR, fabricante de cerveja e chope, utilizado como dedução ICMS Próprio ou Operações não Incentivada – PRODUZIR. RCTE – Art. 12, X do Anexo IX.";2016-03-01;
GO040124;"Cr. outorgado para o estabelecimento beneficiário do PRODUZIR, fabricante de cerveja e chope, utilizado como dedução ICMS Média – PRODUZIR. RCTE – Art. 12, X do Anexo IX.";2016-03-01;
GO040125;"Cr. outorgado para o estabelecimento beneficiário do PRODUZIR, fabricante de cerveja e chope, utilizado como dedução ICMS parcela não financiada – PRODUZIR. RCTE – Art. 12, X do Anexo IX.";2016-03-01;
GO040126;"Cr. outorgado para o estabelecimento beneficiário do PRODUZIR, fabricante de atomatados, utilizado como dedução ICMS Próprio ou Operações não Incentivada – PRODUZIR. RCTE – Art. 12, XI do Anexo IX.";2016-05-01;
GO040127;"Cr. outorgado para o estabelecimento beneficiário do PRODUZIR, fabricante de atomatados, utilizado como dedução ICMS Média – PRODUZIR. RCTE – Art. 12, XI do Anexo IX.";2016-05-01;
GO040128;"Cr. outorgado para o estabelecimento beneficiário do PRODUZIR, fabricante de atomatados, utilizado como dedução ICMS parcela não financiada – PRODUZIR. RCTE – Art. 12, XI do Anexo IX.";2016-05-01;
"GO040129;""ICMS Próprio ou Operações não Incentivadas PRODUZIR, crédito outorgado p/ benef. do PRODUZIR, até o valor equivalente à execução de obras de infraestrutura para aperfeiçoamento logístico da distribuição da produção.	 -RCTE - Art. 11, LXVIII do Anexo IX"";2017-05-01;"
GO040129;"ICMS Próprio ou Operações não Incentivadas PRODUZIR, crédito outorgado p/ benef. do PRODUZIR, até o valor equivalente à execução de obras de pavimentação de rodovia de acesso à implantação de unidade industrial em GO. -RCTE - Art. 11, LXVIII do Anexo IX";2015-08-01;2017-04-30
GO040130;"ICMS próprio ou Oper. não Incentivadas FOMENTAR/PRODUZIR Cr. out. p/ a empresa industrial prod. de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao valor efetiv. investido na execução de obras de engenharia. RCTE - Art. 11, LX, d, Anexo IX";2017-04-01;2021-12-31
GO040130;"ICMS p. ou Oper. não Inc. FOMENTAR/PRODUZIR Cr. out. p/ ind. prod. de g. geradores de energia elét., benef. do PRODUZIR, equiv. ao valor efetiv. inv. na exec. de obras de eng. RCTE - Art. 11, LX, d, Anexo IX. Mantido p/ sit. do art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO040131;"ICMS parcela não financiada FOMENTAR/PRODUZIR Cr. out. para a empresa industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao valor efetiv. investido na execução de obras de engenharia. RCTE - Art. 11, LX, d, Anexo IX";2017-04-01;2021-12-31
GO040131;"ICMS p. não fin. FOMENTAR/PRODUZIR Cr. out. para ind. produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao valor efetiv. inv. na exec. de obras de eng. RCTE - Art. 11, LX, d, Anexo IX. Mantido p/sit. do art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO040132;"ICMS Média FOMENTAR/PRODUZIR Cr. out. para a empresa industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao valor efetiv. investido na execução de obras de engenharia. RCTE - Art. 11, LX, d, Anexo IX";2017-04-01;2021-12-31
GO040132;"ICMS Média FOMENTAR/PRODUZIR Cr. out. para ind. produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao valor efetiv. inv. na exec. de obras de eng. RCTE - Art. 11, LX, d, Anexo IX. Mantido p/sit. do art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO040133;"ICMS próprio ou Operações não Incentivadas FOMENTAR/PRODUZIR Cr. out. para o estabel. benef. do Programa de Desenv. Industrial de Goiás -PRODUZIR- fabricante de latas de alumínio para indústria de cerveja e outras bebidas. RCTE - Art. 12, XIII do Anexo IX";2017-04-01;2017-04-01
GO040133;"ICMS próprio ou Operações não Incentivadas FOMENTAR/PRODUZIR Cr. out. para o estabel. benef. do Programa de Desenv. Industrial de Goiás -PRODUZIR- fabricante de latas de alumínio para indústria de cerveja e outras bebidas. RCTE - Art. 12, XIV do Anexo IX";2017-04-02;
GO040134;"ICMS parcela não financiada FOMENTAR/PRODUZIR Cr. out. para o estabel. benef. do Programa de Desenv. Industrial de Goiás -PRODUZIR- fabricante de latas de alumínio para indústria de cerveja e outras bebidas. RCTE - Art. 12, XIII do Anexo IX";2017-04-01;2017-04-01
GO040134;"ICMS parcela não financiada FOMENTAR/PRODUZIR Cr. out. para o estabel. benef. do Programa de Desenv. Industrial de Goiás -PRODUZIR- fabricante de latas de alumínio para indústria de cerveja e outras bebidas. RCTE - Art. 12, XIV do Anexo IX";2017-04-02;
GO040135;"ICMS Média FOMENTAR/PRODUZIR Cr. out. para o estabel. benef. do Programa de Desenv. Industrial de Goiás -PRODUZIR- fabricante de latas de alumínio para indústria de cerveja e outras bebidas. RCTE - Art. 12, XIII do Anexo IX";2017-04-01;2017-04-01
GO040135;"ICMS Média FOMENTAR/PRODUZIR Cr. out. para o estabel. benef. do Programa de Desenv. Industrial de Goiás -PRODUZIR- fabricante de latas de alumínio para indústria de cerveja e outras bebidas. RCTE - Art. 12, XIII do Anexo IX";2017-04-02;
GO040136;"ICMS Próprio ou Operações não Incentivadas FOMENTAR/PRODUZIR, crédito outorgado para o industrial fabricante de conservas, atomatados e alimentos, beneficiário do PRODUZIR/FOMENTAR. Origem Registro 1210. RCTE - Art. 11, LXXIV, Anexo IX";2017-07-01;2021-12-31
GO040136;"ICMS p. ou Op. não Inc. FOMENTAR/PRODUZIR, créd. out. para o industrial fabricante de conservas, atomatados e alimentos, beneficiário do PRODUZIR/FOMENTAR. Origem Registro 1210. RCTE - Art. 11, LXXIV, Anexo IX. Mantido p/ sit. art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO040137;"Dedução do ICMS de créditos oriundos do reg. 1200, utilizado por estabelecimento beneficiário do PROGOIÁS.Art. 9 da IN 1.478/20.";2020-10-02;
GO040137;"Dedução do ICMS de créditos oriundos do reg. 1200, utilizado por estabelecimento beneficiário do PROGOIÁS.";2020-10-01;2020-10-01
GO040138;"Oper. não incentivadas, crédito de ICMS ref. à utilização extemporânea de incentivo financeiro fiscal do Programa Produzir consignado em Despacho autorizativo,  mediante Parecer.";2021-05-01;
GO040139;"ICMS média, crédito de ICMS ref. à utilização extemporânea de incentivo financeiro fiscal do Programa Produzir consignado em Despacho autorizativo,  mediante Parecer.";2021-05-01;
GO040140;"ICMS parcela não financiada, ref. à utilização extemporânea de incentivo financeiro fiscal do Programa Produzir consignado em Despacho autorizativo,  mediante Parecer.";2021-05-01;
GO040141;"ICMS próprio ou Oper. Não Incent. FOMENTAR/PRODUZIR, crédito outorgado Projeto Cultural. Art. 12, XIX, f, 1.1, Anexo IX.";2021-12-01;2023-02-28
GO040142;"ICMS média FOMENTAR/PRODUZIR, crédito outorgado Projeto Cultural. Art. 12, XIX, f, 1.1, Anexo IX.";2021-12-01;2023-02-28
GO040143;"ICMS parcela não financiada FOMENTAR/PRODUZIR, crédito outorgado Projeto Cultural. Art. 12, XIX, f, 1.1, Anexo IX.";2021-12-01;2023-02-28
GO040144;"ICMS próprio ou Oper. Não Incent. Fomentar/Produzir, Crédito lançado pelo produtor detentor de TARE, correspondente ao imposto retido pelo subst. tributário nas oper. com B100 – RCTE, Anexo XII, Art. 262, I, “b”.";2022-01-01;
GO040145;"ICMS Média Fomentar/Produzir, Crédito lançado pelo produtor detentor de TARE, correspondente ao imposto retido pelo subst. tributário nas oper. com B100 – RCTE, Anexo XII, Art. 262, I, “b”.";2022-01-01;
GO040146;"ICMS parcela não financiada FOMENTAR/PRODUZIR, Crédito lançado pelo produtor detentor de TARE, correspondente ao imposto retido pelo subst. tributário nas oper. com B100 – RCTE, Anexo XII, Art. 262, I, “b”.";2022-01-01;
GO040147;"ICMS próprio ou Oper. Não Incent. Fomentar/Produzir, Créd. rec. em transf., relac. c/ op. ou prest. abrigada por b. Fiscal, ou, trat. trib. diferenciado prev. em lei específica, associados com o de manut. dos créditos pela entrada. Dec. 10089/22.";2022-07-01;
GO040148;"ICMS Média Fomentar/Produzir, Créd. rec. em transf., relac. c/ op. ou prest. abrigada por b. Fiscal, ou, trat. trib. diferenciado prev. em lei específica, associados com o de manut. dos créditos pela entrada. Dec. 10089/22.";2022-07-01;
GO040149;"ICMS parcela não financiada FOMENTAR/PRODUZIR, Créd. rec. em transf., relac. c/ op. ou prest. abrigada por b. Fiscal, ou, trat. trib. diferenciado prev. em lei específica, associados com o de manut. dos créditos pela entrada. Dec. 10089/22.";2022-07-01;
GO040150;"ICMS próprio ou Oper. Não Incent. FOMENTAR/PRODUZIR Antecipação de ICMS de imposto apropriado em decorrência de pagamento antecipado pela futura operação interna. § único do Art. 59-F do Anexo VIII do RCTE.";2022-10-01;
GO040151;"ICMS Média FOMENTAR/PRODUZIR, Antecipação de ICMS de imposto apropriado em decorrência de pagamento antecipado pela futura operação interna. § único do Art. 59-F do Anexo VIII do RCTE.";2022-10-01;
GO040152;"ICMS parcela não financiada FOMENTAR/PRODUZIR, Antecipação de ICMS de imposto apropriado em decorrência de pagamento antecipado pela futura operação interna. § único do Art. 59-F do Anexo VIII do RCTE.";2022-10-01;
GO040153;"ICMS próprio ou Oper. Não Incent. FOMENTAR/PRODUZIR.Crédito Outorgado para Industrial Produtor de EHC. Lei 21.577/22, Art. 2º, II e IV e IN 1.531/22-GSE.";2022-09-01;
GO040154;"ICMS Média FOMENTAR/PRODUZIR.Crédito Outorgado para Industrial Produtor de EHC. Lei 21.577/22, Art. 2º, II e IV e IN 1.531/22-GSE.";2022-09-01;
GO040155;"ICMS Parcela Não Financiada FOMENTAR/PRODUZIR.Crédito Outorgado para Industrial Produtor de EHC. Lei 21.577/22, Art. 2º, II e IV e IN 1.531/22-GSE.";2022-09-01;
GO040156;"Dedução do ICMS – Créd. Out. no % estabelecido ao Ind. Grupos geradores ou Ind.  produtor de maq e equipamentos do Apen. ‘L’ do Anexo IX do RCTE, oper. não abrangidas pelo PROGOIÁS – RCTE, Art. 11, LX-A, ‘a’.";2023-01-02;2024-03-31
GO040156;"Créd. Out. no % estabelecido ao Ind. Grupos geradores ou Ind.  produtor de maq e equipamentos do Apen. ‘L’ do Anexo IX do RCTE – RCTE, Art. 11, LX-A, ‘a’.";2023-01-01;2023-01-01
GO040156;"Dedução do ICMS – Créd. Out. no % estabelecido ao Ind. Grupos geradores ou Ind.  produtor de maq e equipamentos do Apen. L, LIII e LIV do Anexo IX do RCTE, oper. não abrangidas pelo PROGOIÁS – RCTE, Art. 11, LX-A, ‘a’.";2024-04-01;
GO040157;"Dedução do ICMS – Créd. Out. no % estabelecido do vlr do saldo dev. das oper. incentivadas ao Ind. Grupos geradores ou Ind.  produtor de maq e equipamentos do Apen. L, LIII e LIV do Anexo IX do RCTE, após aplicação do PROGOIÁS – RCTE, Art. 11, LX-A, ‘b’.";2024-04-01;
GO040157;"Dedução do ICMS – Créd. Out. no % estabelecido do vlr do saldo dev. das oper. incentivadas ao Ind. Grupos geradores ou Ind.  produtor de maq e equipamentos do Apen. ‘L’ do Anexo IX do RCTE, após aplicação do PROGOIÁS – RCTE, Art. 11, LX-A, ‘b’.";2023-01-02;2024-03-31
GO040157;"Créd. Out. no % estabelecido do vlr do saldo dev. das oper. incentivadas ao Ind. Grupos geradores ou Ind.  produtor de maq e equipamentos do Apen. ‘L’ do Anexo IX do RCTE – RCTE, Art. 11, LX-A, ‘b’.";2023-01-01;2023-01-01
GO040158;"ICMS próprio ou Oper. Não Incent. FOMENTAR/PRODUZIR– Crédito Outorgado – Industrializador de soja produzida em Goiás efetivamente industrializada – art. 11, XXXI-A do Anexo IX do RCTE.";2023-02-01;2023-02-01
GO040159;"ICMS Média. FOMENTAR/PRODUZIR– Crédito Outorgado – Industrializador de soja produzida em Goiás efetivamente industrializada – art. 11, XXXI-A do Anexo IX do RCTE.";2023-02-01;2023-02-01
GO040160;"ICMS parcela não financiada. FOMENTAR/PRODUZIR– Crédito Outorgado – Industrializador de soja produzida em Goiás efetivamente industrializada – art. 11, XXXI-A do Anexo IX do RCTE.";2023-02-01;2023-02-01
GO040161;"ICMS próprio ou Oper. Não Incent. FOMENTAR/PRODUZIR– Crédito Outorgado – Operação via internet – e-commerce – art. 11, LXXVI, “a” do Anexo IX do RCTE.";2023-02-01;2023-02-01
GO040162;"ICMS MÉDIA– Crédito Outorgado – Operação via internet – e-commerce – art. 11, LXXVI, “a” do Anexo IX do RCTE.";2023-02-01;2023-02-01
GO040163;"ICMS parcela não financiada– Crédito Outorgado – Operação via internet – e-commerce – art. 11, LXXVI, “a” do Anexo IX do RCTE.";2023-02-01;2023-02-01
